deflatortype,Deflators
ES 2008,0.967900992
ET 2008,0.848125043
EU Institutions 2008,0.974802856
FI 2008,0.983579358
FJ 2008,0.850512727
FK 2008,0.877307682
FM 2008,0.682217022
FO 2008,0.971636662
FR 2008,0.966158427
GA 2008,1.262785885
GB 2008,0.877307682
GD 2008,0.824502439
GE 2008,1.046438241
GF 2008,0.966158427
GG 2008,0.877307682
GH 2008,0.845353363
GI 2008,0.877307682
GL 2008,0.971636662
GM 2008,1.251923099
GN 2008,1.054394145
GP 2008,0.966158427
GQ 2008,1.402611263
GR 2008,0.990245795
GS 2008,0.877307682
GT 2008,0.680981032
GU 2008,1.007623723
GW 2008,0.875502785
GY 2008,0.714285924
HK 2008,0.789023563
HM 2008,0.950102469
HN 2008,0.78582577
HR 2008,1.133243441
HT 2008,0.825262189
HU 2008,0.906906338
ID 2008,0.833042026
IE 2008,0.921144546
IL 2008,0.816219937
IM 2008,0.877307682
IN 2008,0.844643904
IO 2008,0.877307682
IQ 2008,1.068057226
IR 2008,1.066564283
IS 2008,0.817438205
IT 2008,0.984343963
JE 2008,0.877307682
JM 2008,0.860617404
JO 2008,0.726895009
JP 2008,1.101363493
KE 2008,0.66585077
KG 2008,0.9755912
KH 2008,0.773319033
KI 2008,0.939070548
KM 2008,1.072270458
KN 2008,0.890224838
KP 2008,1
KR 2008,0.902275864
KW 2008,1.142230502
KY 2008,0.877307682
KZ 2008,1.10513728
LA 2008,0.635078912
LB 2008,0.74531353
LC 2008,0.759802096
LI 2008,1.016645714
LK 2008,0.790668502
LR 2008,0.816408893
LS 2008,0.915670651
LT 2008,1.022840293
LU 2008,0.978368747
LV 2008,1.033076606
LY 2008,1.201873369
MA 2008,1.152219798
MC 2008,0.966158427
MD 2008,0.753405993
ME 2008,1.010955732
MF 2008,0.966158427
MG 2008,0.984219806
MH 2008,0.750639496
MK 2008,0.988242363
ML 2008,0.870112942
MM 2008,0.959393585
MN 2008,0.852076194
MO 2008,0.62242697
MP 2008,1.007623723
MQ 2008,0.966158427
MR 2008,1.055683512
MS 2008,0.877307682
MT 2008,0.952880456
MU 2008,1.029446625
MV 2008,0.695682782
MW 2008,1.221637687
MX 2008,1.112672255
MY 2008,1.021339586
MZ 2008,1.578745904
NA 2008,0.841463368
NC 2008,0.966158427
NE 2008,1.015173124
NF 2008,0.950102469
NG 2008,1.339329437
NI 2008,0.965950572
NL 2008,0.967582325
NO 2008,0.861722718
NP 2008,0.675609016
NR 2008,1.381471635
NU 2008,0.911992794
NZ 2008,0.911992794
OM 2008,1.181804452
PA 2008,0.730206058
PE 2008,0.873252925
PF 2008,0.966158427
PG 2008,0.857205439
PH 2008,0.907225209
PK 2008,0.7788754
PL 2008,0.815676155
PM 2008,0.966158427
PN 2008,0.877307682
PR 2008,0.828632804
PS 2008,0.774700247
PT 2008,0.976029042
PW 2008,0.728077762
PY 2008,0.95199203
QA 2008,1.314991328
RE 2008,0.966158427
RO 2008,1.153963528
RS 2008,1.176139809
RU 2008,1.121697486
RW 2008,1.048208439
SA 2008,0.936747387
SB 2008,0.649859946
SC 2008,0.863664317
SD 2008,1.859709561
SE 2008,0.896255393
SG 2008,0.824663507
SH 2008,0.877307682
SI 2008,0.997948613
SJ 2008,0.861722718
SK 2008,0.990411677
SL 2008,0.953092813
SM 2008,1.097976179
SN 2008,1.094540216
SO 2008,1
SR 2008,1.155032289
SS 2008,1
ST 2008,0.710828919
SV 2008,0.843680442
SX 2008,0.971636662
SY 2008,1
SZ 2008,0.887356165
TC 2008,0.877307682
TD 2008,1.288727635
TF 2008,0.966158427
TG 2008,1.068303776
TH 2008,0.7793062
TJ 2008,1.321602455
TK 2008,0.911992794
TL 2008,1.47795539
TM 2008,1.172274845
TN 2008,1.410269715
TO 2008,0.95723847
Total DAC 2008,0.975230554
TR 2008,1.614578692
TT 2008,1.139862092
TV 2008,0.915828099
TW 2008,0.921895404
TZ 2008,0.885409345
UA 2008,1.164091664
UG 2008,0.900323304
UM 2008,1.007623723
US 2008,1.007623723
UY 2008,0.755844071
UZ 2008,1.178692305
VA 2008,0.984343963
VC 2008,0.89405215
VE 2008,2.077005452
VG 2008,0.877307682
VI 2008,1.007623723
VN 2008,0.724416146
VU 2008,0.864800754
WF 2008,0.966158427
WS 2008,0.826373769
XK 2008,0.998397741
YE 2008,0.733850244
YT 2008,0.966158427
ZA 2008,0.925537543
ZM 2008,1.200606996
ZW 2008,0.234817983
AD 2009,0.961256582
AE 2009,0.785268847
AF 2009,1.166775962
AG 2009,0.729473671
AI 2009,1.003870856
AL 2009,1.00190075
AM 2009,0.81485833
AO 2009,0.853098985
AQ 2009,1.011652179
AR 2009,0.71784582
AS 2009,1.011652179
AT 2009,0.959697545
AU 2009,1.237526489
AW 2009,0.83021319
AX 2009,0.954472007
AZ 2009,1.156139303
BA 2009,0.961905954
BB 2009,0.822930799
BD 2009,0.647539923
BE 2009,0.969035712
BF 2009,0.942397706
BG 2009,0.906445461
BH 2009,0.83589279
BI 2009,0.730374888
BJ 2009,0.98987327
BL 2009,0.961256582
BM 2009,1.003870856
BN 2009,0.783950851
BO 2009,0.65725154
BQ 2009,0.959943064
BR 2009,0.990706123
BS 2009,0.801470268
BT 2009,0.877488824
BV 2009,1.100526588
BW 2009,0.749447248
BY 2009,0.974657368
BZ 2009,0.851872716
CA 2009,1.139385422
CC 2009,1.237526489
CD 2009,0.6714141
CF 2009,0.838932201
CG 2009,1.141134047
CH 2009,1.042610207
CI 2009,0.943734321
CK 2009,1.18583411
CL 2009,0.750718311
CM 2009,0.989037434
CN 2009,0.755272967
CO 2009,0.965162741
CR 2009,0.682844012
CU 2009,0.757600157
CV 2009,1.014068798
CW 2009,0.981689504
CX 2009,1.237526489
CY 2009,1.06367906
CZ 2009,0.981126138
DE 2009,0.958342718
DJ 2009,1
DK 2009,0.981689504
DM 2009,0.83865609
DO 2009,0.875842252
DZ 2009,1.023067001
EC 2009,0.754361493
EE 2009,0.721617832
EG 2009,1.029075458
EH 2009,1.092373867
ER 2009,0.402960613
ES 2009,0.952652177
ET 2009,0.91742863
EU Institutions 2009,0.957339636
FI 2009,0.954472007
FJ 2009,0.685897624
FK 2009,1.003870856
FM 2009,0.744585481
FO 2009,0.981689504
FR 2009,0.961256582
GA 2009,1.016018284
GB 2009,1.003870856
GD 2009,0.762672896
GE 2009,0.859765687
GF 2009,0.961256582
GG 2009,1.003870856
GH 2009,0.705284062
GI 2009,1.003870856
GL 2009,0.981689504
GM 2009,1.094005165
GN 2009,0.976593448
GP 2009,0.961256582
GQ 2009,0.905995048
GR 2009,0.957521684
GS 2009,1.003870856
GT 2009,0.635713331
GU 2009,1.011652179
GW 2009,0.811184852
GY 2009,0.753176277
HK 2009,0.754145435
HM 2009,1.237526489
HN 2009,0.797539725
HR 2009,0.992874576
HT 2009,0.822869415
HU 2009,0.992738522
ID 2009,0.830990367
IE 2009,0.920526227
IL 2009,0.760801105
IM 2009,1.003870856
IN 2009,0.917076321
IO 2009,1.003870856
IQ 2009,0.837248614
IR 2009,1.078781752
IS 2009,1.073734477
IT 2009,0.954196059
JE 2009,1.003870856
JM 2009,0.765358566
JO 2009,0.734888269
JP 2009,1.044089669
KE 2009,0.685153096
KG 2009,0.821204221
KH 2009,0.728313848
KI 2009,0.900494332
KM 2009,1.019434605
KN 2009,0.808272248
KP 2009,1
KR 2009,1.137393638
KW 2009,0.801286064
KY 2009,1.003870856
KZ 2009,0.924456663
LA 2009,0.631077866
LB 2009,0.828095465
LC 2009,0.71929332
LI 2009,1.042610207
LK 2009,0.771054031
LR 2009,0.780502851
LS 2009,0.865008917
LT 2009,0.779827131
LU 2009,0.985558466
LV 2009,0.786867464
LY 2009,0.84672522
MA 2009,1.092373867
MC 2009,0.961256582
MD 2009,0.627855474
ME 2009,0.862720208
MF 2009,0.961256582
MG 2009,0.827003901
MH 2009,0.797835996
MK 2009,0.888955989
ML 2009,0.867111164
MM 2009,1.007896273
MN 2009,0.637814982
MO 2009,0.618057225
MP 2009,1.011652179
MQ 2009,0.961256582
MR 2009,0.948858753
MS 2009,1.003870856
MT 2009,0.875914318
MU 2009,0.892588149
MV 2009,0.656012443
MW 2009,1.320520964
MX 2009,0.892020038
MY 2009,0.853729318
MZ 2009,1.392508481
NA 2009,0.85736101
NC 2009,0.961256582
NE 2009,0.925288739
NF 2009,1.237526489
NG 2009,1.086399688
NI 2009,0.912076022
NL 2009,0.959943064
NO 2009,1.100526588
NP 2009,0.652449352
NR 2009,1.158592697
NU 2009,1.18583411
NZ 2009,1.18583411
OM 2009,0.867769942
PA 2009,0.716504886
PE 2009,0.802028391
PF 2009,0.961256582
PG 2009,0.855982274
PH 2009,0.841747256
PK 2009,0.757176988
PL 2009,1.048535082
PM 2009,0.961256582
PN 2009,1.003870856
PR 2009,0.868960152
PS 2009,0.795382957
PT 2009,0.957264257
PW 2009,0.714074789
PY 2009,0.813632168
QA 2009,0.948191271
RE 2009,0.961256582
RO 2009,0.857630963
RS 2009,0.963220824
RU 2009,0.784929748
RW 2009,1.043626645
SA 2009,0.727808686
SB 2009,0.596304743
SC 2009,0.7732886
SD 2009,1.681570851
SE 2009,1.070813076
SG 2009,0.811798713
SH 2009,1.003870856
SI 2009,0.941939198
SJ 2009,1.100526588
SK 2009,0.955412222
SL 2009,0.885668572
SM 2009,0.945940263
SN 2009,1.008333787
SO 2009,1
SR 2009,1.216578541
SS 2009,1
ST 2009,0.656342916
SV 2009,0.80491608
SX 2009,0.981689504
SY 2009,1
SZ 2009,0.956625242
TC 2009,1.003870856
TD 2009,1.117855453
TF 2009,0.961256582
TG 2009,1.043792103
TH 2009,0.740654492
TJ 2009,1.181568579
TK 2009,1.18583411
TL 2009,0.979663188
TM 2009,1.072038889
TN 2009,1.310659663
TO 2009,0.845259787
Total DAC 2009,1.015479584
TR 2009,1.350320394
TT 2009,0.758360909
TV 2009,0.758817848
TW 2009,0.86072177
TZ 2009,0.871958693
UA 2009,0.741089785
UG 2009,1.056774599
UM 2009,1.011652179
US 2009,1.011652179
UY 2009,0.735303875
UZ 2009,1.232535801
VA 2009,0.954196059
VC 2009,0.854155054
VE 2009,1.615759854
VG 2009,1.003870856
VI 2009,1.011652179
VN 2009,0.733212264
VU 2009,0.815229108
WF 2009,0.961256582
WS 2009,0.772467311
XK 2009,0.966957144
YE 2009,0.661177566
YT 2009,0.961256582
ZA 2009,0.925586605
ZM 2009,0.953380076
ZW 2009,0.62431727
AD 2010,1.059747899
AE 2010,0.947168014
AF 2010,1.225246701
AG 2010,0.778741692
AI 2010,1.057914385
AL 2010,0.95998622
AM 2010,1.016374121
AO 2010,1.008156226
AQ 2010,1.020889217
AR 2010,0.970728006
AS 2010,1.020889217
AT 2010,1.068744634
AU 2010,1.17961956
AW 2010,0.895871731
AX 2010,1.076899006
AZ 2010,1.262616611
BA 2010,0.967076959
BB 2010,0.877410264
BD 2010,0.693443981
BE 2010,1.070793137
BF 2010,0.98208542
BG 2010,0.917068107
BH 2010,0.913803335
BI 2010,0.802551442
BJ 2010,0.950963578
BL 2010,1.059747899
BM 2010,1.057914385
BN 2010,1.019246446
BO 2010,0.720604922
BQ 2010,1.052080904
BR 2010,1.31438112
BS 2010,0.845927144
BT 2010,1.031341606
BV 2010,1.151298074
BW 2010,1.01070116
BY 2010,1.12167606
BZ 2010,0.872789679
CA 2010,1.075320636
CC 2010,1.17961956
CD 2010,0.754897152
CF 2010,0.803133395
CG 2010,1.329049826
CH 2010,1.179246713
CI 2010,0.936868697
CK 2010,1.127369879
CL 2010,0.966806083
CM 2010,0.972442349
CN 2010,0.823734539
CO 2010,1.173567743
CR 2010,0.840840206
CU 2010,0.77380362
CV 2010,0.998612963
CW 2010,1.055465295
CX 2010,1.17961956
CY 2010,1.076645646
CZ 2010,1.079839042
DE 2010,1.061123405
DJ 2010,1
DK 2010,1.055465295
DM 2010,0.856824196
DO 2010,0.968293326
DZ 2010,1.183008947
EC 2010,0.834526382
EE 2010,0.84082178
EG 2010,1.138705337
EH 2010,1.051506593
ER 2010,0.442234026
ES 2010,1.050079981
ET 2010,0.778124382
EU Institutions 2010,1.060123682
FI 2010,1.076899006
FJ 2010,0.76092964
FK 2010,1.057914385
FM 2010,0.780312324
FO 2010,1.055465295
FR 2010,1.059747899
GA 2010,1.207577994
GB 2010,1.057914385
GD 2010,0.816404663
GE 2010,1.014725048
GF 2010,1.059747899
GG 2010,1.057914385
GH 2010,0.83316457
GI 2010,1.057914385
GL 2010,1.055465295
GM 2010,1.091522401
GN 2010,1.007762408
GP 2010,1.059747899
GQ 2010,0.969580853
GR 2010,1.058167353
GS 2010,1.057914385
GT 2010,0.692793698
GU 2010,1.020889217
GW 2010,0.805866662
GY 2010,0.802109537
HK 2010,0.825863204
HM 2010,1.17961956
HN 2010,0.887564075
HR 2010,1.022867627
HT 2010,0.802850829
HU 2010,1.057517348
ID 2010,1.111449279
IE 2010,1.033077985
IL 2010,0.85022115
IM 2010,1.057914385
IN 2010,1.061685702
IO 2010,1.057914385
IQ 2010,1.004666942
IR 2010,1.267451386
IS 2010,1.086636605
IT 2010,1.065190112
JE 2010,1.057914385
JM 2010,0.876501329
JO 2010,0.772937861
JP 2010,1.082607445
KE 2010,0.716580401
KG 2010,0.815916057
KH 2010,0.786476515
KI 2010,1.053212128
KM 2010,0.993718775
KN 2010,0.82892802
KP 2010,1
KR 2010,1.059995468
KW 2010,0.939252843
KY 2010,1.057914385
KZ 2010,1.172856145
LA 2010,0.717359235
LB 2010,0.814845517
LC 2010,0.798663686
LI 2010,1.179246713
LK 2010,1.00421797
LR 2010,0.837639447
LS 2010,1.143508614
LT 2010,0.905271937
LU 2010,1.100302541
LV 2010,0.831705054
LY 2010,1.012509998
MA 2010,1.051506593
MC 2010,1.059747899
MD 2010,0.856487096
ME 2010,0.911357455
MF 2010,1.059747899
MG 2010,0.89403465
MH 2010,0.840332265
MK 2010,0.892671342
ML 2010,0.868848331
MM 2010,1.22382995
MN 2010,1.01322658
MO 2010,0.798832476
MP 2010,1.020889217
MQ 2010,1.059747899
MR 2010,1.135712717
MS 2010,1.057914385
MT 2010,0.921294436
MU 2010,0.946740719
MV 2010,0.780360821
MW 2010,1.370320393
MX 2010,1.106875974
MY 2010,1.092967333
MZ 2010,1.220419885
NA 2010,1.086543472
NC 2010,1.059747899
NE 2010,0.991866859
NF 2010,1.17961956
NG 2010,1.251842687
NI 2010,0.995399325
NL 2010,1.052080904
NO 2010,1.151298074
NP 2010,0.776986645
NR 2010,1.185212634
NU 2010,1.127369879
NZ 2010,1.127369879
OM 2010,0.991082014
PA 2010,0.768352679
PE 2010,0.968688567
PF 2010,1.059747899
PG 2010,0.982962828
PH 2010,0.98671119
PK 2010,0.775793277
PL 2010,1.050572024
PM 2010,1.059747899
PN 2010,1.057914385
PR 2010,0.904614213
PS 2010,0.897632065
PT 2010,1.046957449
PW 2010,0.762288536
PY 2010,0.993702617
QA 2010,1.083551627
RE 2010,1.059747899
RO 2010,0.86663737
RS 2010,0.916962386
RU 2010,1.061808156
RW 2010,1.054230612
SA 2010,0.914748805
SB 2010,0.713284725
SC 2010,0.895002624
SD 2010,2.01133319
SE 2010,1.122937596
SG 2010,1.001490502
SH 2010,1.057914385
SI 2010,1.061081698
SJ 2010,1.151298074
SK 2010,1.067466609
SL 2010,0.901721309
SM 2010,0.963858067
SN 2010,0.985651923
SO 2010,1
SR 2010,1.331219708
SS 2010,1
ST 2010,0.67366073
SV 2010,0.861594651
SX 2010,1.055465295
SY 2010,1
SZ 2010,1.167689577
TC 2010,1.057914385
TD 2010,1.235385835
TF 2010,1.059747899
TG 2010,1.006743332
TH 2010,0.903049534
TJ 2010,1.2886532
TK 2010,1.127369879
TL 2010,1.303118098
TM 2010,1.128805905
TN 2010,1.28939359
TO 2010,0.959614801
Total DAC 2010,1.059419069
TR 2010,1.696715904
TT 2010,0.916724543
TV 2010,0.932401399
TW 2010,0.994925849
TZ 2010,0.911848362
UA 2010,1.009704439
UG 2010,1.099353108
UM 2010,1.020889217
US 2010,1.020889217
UY 2010,0.897495467
UZ 2010,1.580555349
VA 2010,1.065190112
VC 2010,0.880617184
VE 2010,2.07008115
VG 2010,1.057914385
VI 2010,1.020889217
VN 2010,0.760736474
VU 2010,0.906452309
WF 2010,1.059747899
WS 2010,0.920370434
XK 2010,0.962535511
YE 2010,0.782888384
YT 2010,1.059747899
ZA 2010,1.192301431
ZM 2010,1.154053263
ZW 2010,0.694320791
AD 2011,0.935176593
AE 2011,1.128068823
AF 2011,1.202971044
AG 2011,0.834445637
AI 2011,1.003881651
AL 2011,1.000482882
AM 2011,1.089197726
AO 2011,1.282571378
AQ 2011,1.019178591
AR 2011,1.103152742
AS 2011,1.019178591
AT 2011,0.943513818
AU 2011,0.996959646
AW 2011,0.988451018
AX 2011,0.951716238
AZ 2011,1.50211833
BA 2011,1.041731517
BB 2011,0.922173271
BD 2011,0.732962959
BE 2011,0.942678871
BF 2011,1.113020149
BG 2011,1.026841109
BH 2011,0.980161885
BI 2011,0.839952494
BJ 2011,1.044407836
BL 2011,0.935176593
BM 2011,1.003881651
BN 2011,1.342603521
BO 2011,0.843961093
BQ 2011,0.937746913
BR 2011,1.447769608
BS 2011,0.83101888
BT 2011,1.059721207
BV 2011,0.996194585
BW 2011,1.117752503
BY 2011,1.095387241
BZ 2011,0.89548616
CA 2011,1.001978919
CC 2011,0.996959646
CD 2011,0.844481817
CF 2011,0.873120373
CG 2011,1.468159869
CH 2011,0.944361023
CI 2011,0.936685369
CK 2011,1.022232099
CL 2011,1.054340611
CM 2011,1.05510476
CN 2011,0.923652203
CO 2011,1.314737173
CR 2011,0.90852585
CU 2011,0.810508952
CV 2011,1.103394556
CW 2011,0.947810396
CX 2011,0.996959646
CY 2011,1.13056254
CZ 2011,0.917642963
DE 2011,0.938609947
DJ 2011,1
DK 2011,0.947810396
DM 2011,0.863510825
DO 2011,0.962947308
DZ 2011,1.416814288
EC 2011,0.918773157
EE 2011,0.972945021
EG 2011,1.167632909
EH 2011,1.101454155
ER 2011,0.533310307
ES 2011,0.925048138
ET 2011,0.737986053
EU Institutions 2011,0.936130615
FI 2011,0.951716238
FJ 2011,0.888303499
FK 2011,1.003881651
FM 2011,0.799966679
FO 2011,0.947810396
FR 2011,0.935176593
GA 2011,1.428248283
GB 2011,1.003881651
GD 2011,0.828734281
GE 2011,1.178437819
GF 2011,0.935176593
GG 2011,1.003881651
GH 2011,0.949555544
GI 2011,1.003881651
GL 2011,0.947810396
GM 2011,0.941411103
GN 2011,0.951896545
GP 2011,0.935176593
GQ 2011,1.39319119
GR 2011,0.921045377
GS 2011,1.003881651
GT 2011,0.776379936
GU 2011,1.019178591
GW 2011,0.996563557
GY 2011,0.872829843
HK 2011,0.840758041
HM 2011,0.996959646
HN 2011,0.956708521
HR 2011,1.08261399
HT 2011,0.940636317
HU 2011,0.922771091
ID 2011,1.237379499
IE 2011,0.944295544
IL 2011,0.899653084
IM 2011,1.003881651
IN 2011,1.064633796
IO 2011,1.003881651
IQ 2011,1.266181156
IR 2011,1.43446304
IS 2011,0.959248397
IT 2011,0.937182841
JE 2011,1.003881651
JM 2011,0.971905769
JO 2011,0.824515095
JP 2011,0.99105715
KE 2011,0.693297079
KG 2011,1.059749096
KH 2011,0.847009152
KI 2011,1.237236526
KM 2011,1.078345283
KN 2011,0.918704996
KP 2011,1
KR 2011,0.993721264
KW 2011,1.28387454
KY 2011,1.003881651
KZ 2011,1.422199247
LA 2011,0.811361885
LB 2011,0.786736794
LC 2011,0.821890359
LI 2011,0.944361023
LK 2011,1.070100998
LR 2011,0.947536914
LS 2011,1.252756917
LT 2011,1.046110867
LU 2011,0.9479481
LV 2011,1.033485808
LY 2011,0.447400528
MA 2011,1.101454155
MC 2011,0.935176593
MD 2011,0.964740973
ME 2011,0.972615423
MF 2011,0.935176593
MG 2011,1.028194331
MH 2011,0.839923818
MK 2011,0.963502068
ML 2011,1.001702843
MM 2011,1.351443969
MN 2011,1.379278184
MO 2011,0.832419671
MP 2011,1.019178591
MQ 2011,0.935176593
MR 2011,1.291013586
MS 2011,1.003881651
MT 2011,0.967149248
MU 2011,1.044378493
MV 2011,0.779838383
MW 2011,1.474582796
MX 2011,1.175112524
MY 2011,1.188721772
MZ 2011,1.486532394
NA 2011,1.127056736
NC 2011,0.935176593
NE 2011,1.025830582
NF 2011,0.996959646
NG 2011,1.308893749
NI 2011,1.063909249
NL 2011,0.937746913
NO 2011,0.996194585
NP 2011,0.876124417
NR 2011,1.540779062
NU 2011,1.022232099
NZ 2011,1.022232099
OM 2011,1.095537348
PA 2011,0.855411674
PE 2011,1.041057656
PF 2011,0.935176593
PG 2011,1.12643971
PH 2011,1.029514463
PK 2011,0.920491716
PL 2011,0.93231095
PM 2011,0.935176593
PN 2011,1.003881651
PR 2011,0.926561056
PS 2011,0.974997217
PT 2011,0.920731844
PW 2011,0.800044094
PY 2011,1.107586288
QA 2011,1.214897095
RE 2011,0.935176593
RO 2011,0.995231947
RS 2011,1.072229255
RU 2011,1.367065065
RW 2011,1.116012786
SA 2011,1.106679825
SB 2011,0.914461149
SC 2011,0.92821007
SD 2011,1.994040138
SE 2011,0.96806858
SG 2011,1.018657987
SH 2011,1.003881651
SI 2011,0.928838066
SJ 2011,0.996194585
SK 2011,0.935887776
SL 2011,0.976986121
SM 2011,0.981384804
SN 2011,1.049395254
SO 2011,1
SR 2011,1.281405007
SS 2011,2.175590622
ST 2011,0.745896432
SV 2011,0.927819178
SX 2011,0.947810396
SY 2011,1
SZ 2011,1.221756741
TC 2011,1.003881651
TD 2011,1.24095393
TF 2011,0.935176593
TG 2011,1.071110776
TH 2011,0.913107251
TJ 2011,1.398572048
TK 2011,1.022232099
TL 2011,1.870237656
TM 2011,1.338105335
TN 2011,1.295423593
TO 2011,1.060602858
Total DAC 2011,0.982313589
TR 2011,1.686803528
TT 2011,1.018378322
TV 2011,1.166049735
TW 2011,0.979002751
TZ 2011,0.928302563
UA 2011,1.166500595
UG 2011,1.040143705
UM 2011,1.019178591
US 2011,1.019178591
UY 2011,0.991204464
UZ 2011,1.778495417
VA 2011,0.937182841
VC 2011,0.904356731
VE 2011,2.385476382
VG 2011,1.003881651
VI 2011,1.019178591
VN 2011,0.835720512
VU 2011,1.008178593
WF 2011,0.935176593
WS 2011,1.018524476
XK 2011,1.069459951
YE 2011,0.769697333
YT 2011,0.935176593
ZA 2011,1.283736769
ZM 2011,1.211235815
ZW 2011,0.679434553
AD 2012,1.04093533
AE 2012,1.126933035
AF 2012,1.345699609
AG 2012,0.897733347
AI 2012,1.005117544
AL 2012,0.932426867
AM 2012,1.089252037
AO 2012,1.41986254
AQ 2012,1.017549229
AR 2012,1.07172305
AS 2012,1.017549229
AT 2012,1.049976402
AU 2012,0.943169067
AW 2012,0.949361481
AX 2012,1.059291206
AZ 2012,1.612490052
BA 2012,0.953847688
BB 2012,0.920060047
BD 2012,0.713707654
BE 2012,1.043726773
BF 2012,1.086868751
BG 2012,0.945861307
BH 2012,1.026984162
BI 2012,0.842597846
BJ 2012,1.056847284
BL 2012,1.04093533
BM 2012,1.005117544
BN 2012,1.330681858
BO 2012,0.906710748
BQ 2012,1.046194307
BR 2012,1.312054836
BS 2012,0.879272314
BT 2012,0.98409572
BV 2012,1.014435838
BW 2012,1.103104574
BY 2012,1.105579441
BZ 2012,0.913792135
CA 2012,0.985284688
CC 2012,0.943169067
CD 2012,0.896163515
CF 2012,0.863947573
CG 2012,1.346022436
CH 2012,1.012104716
CI 2012,1.034048191
CK 2012,1.045258531
CL 2012,1.052195483
CM 2012,1.005231605
CN 2012,0.952624626
CO 2012,1.356829246
CR 2012,0.957785155
CU 2012,0.835852662
CV 2012,0.990686384
CW 2012,1.039953384
CX 2012,0.943169067
CY 2012,1.020365719
CZ 2012,1.01342841
DE 2012,1.053228594
DJ 2012,1
DK 2012,1.039953384
DM 2012,0.839489211
DO 2012,0.9763573
DZ 2012,1.439166887
EC 2012,0.944669432
EE 2012,0.897733089
EG 2012,1.358245731
EH 2012,1.014507426
ER 2012,0.575508569
ES 2012,1.036582271
ET 2012,0.899736084
EU Institutions 2012,1.045664798
FI 2012,1.059291206
FJ 2012,0.91015811
FK 2012,1.005117544
FM 2012,0.814961219
FO 2012,1.039953384
FR 2012,1.04093533
GA 2012,1.259232663
GB 2012,1.005117544
GD 2012,0.844862757
GE 2012,1.197540104
GF 2012,1.04093533
GG 2012,1.005117544
GH 2012,0.882543866
GI 2012,1.005117544
GL 2012,1.039953384
GM 2012,1.028587002
GN 2012,1.014611166
GP 2012,1.04093533
GQ 2012,1.372877714
GR 2012,1.008345825
GS 2012,1.005117544
GT 2012,0.78811461
GU 2012,1.017549229
GW 2012,0.830478324
GY 2012,0.92168685
HK 2012,0.847699778
HM 2012,0.943169067
HN 2012,0.963938553
HR 2012,0.983922954
HT 2012,0.935727115
HU 2012,1.034430207
ID 2012,1.197972034
IE 2012,1.046081439
IL 2012,0.844500721
IM 2012,1.005117544
IN 2012,1.014157318
IO 2012,1.005117544
IQ 2012,1.381751999
IR 2012,0.938481372
IS 2012,1.046484305
IT 2012,1.04544786
JE 2012,1.005117544
JM 2012,0.979345544
JO 2012,0.86216411
JP 2012,0.815112535
KE 2012,0.78513273
KG 2012,1.065916574
KH 2012,0.866611736
KI 2012,1.275042938
KM 2012,1.02994949
KN 2012,0.883073101
KP 2012,1
KR 2012,1.037361806
KW 2012,1.323503186
KY 2012,1.005117544
KZ 2012,1.429882853
LA 2012,0.874775839
LB 2012,0.860409841
LC 2012,0.786897562
LI 2012,1.012104716
LK 2012,1.034632383
LR 2012,0.993676837
LS 2012,1.12668093
LT 2012,0.973194958
LU 2012,1.050350529
LV 2012,0.969763864
LY 2012,2.783580227
MA 2012,1.014507426
MC 2012,1.04093533
MD 2012,0.943639049
ME 2012,0.848672013
MF 2012,1.04093533
MG 2012,1.014596676
MH 2012,0.887795148
MK 2012,0.874245718
ML 2012,0.930239506
MM 2012,1.279036206
MN 2012,1.388658614
MO 2012,0.80196183
MP 2012,1.017549229
MQ 2012,1.04093533
MR 2012,1.248503205
MS 2012,1.005117544
MT 2012,0.924539906
MU 2012,1.016555135
MV 2012,0.747254098
MW 2012,1.059217647
MX 2012,1.153371004
MY 2012,1.191441826
MZ 2012,1.57357919
NA 2012,1.124881243
NC 2012,1.04093533
NE 2012,1.0863509
NF 2012,0.943169067
NG 2012,1.391469123
NI 2012,1.078266737
NL 2012,1.046194307
NO 2012,1.014435838
NP 2012,0.844357168
NR 2012,1.970919797
NU 2012,1.045258531
NZ 2012,1.045258531
OM 2012,1.250528135
PA 2012,0.89571578
PE 2012,1.098173019
PF 2012,1.04093533
PG 2012,1.319189545
PH 2012,1.108145806
PK 2012,0.941153123
PL 2012,1.032165493
PM 2012,1.04093533
PN 2012,1.005117544
PR 2012,0.941135847
PS 2012,0.934791056
PT 2012,1.056358113
PW 2012,0.833863254
PY 2012,1.048819466
QA 2012,1.193296445
RE 2012,1.04093533
RO 2012,0.910513636
RS 2012,0.923922985
RU 2012,1.412022988
RW 2012,1.155354217
SA 2012,1.103132311
SB 2012,0.921454975
SC 2012,0.855830878
SD 2012,2.058184208
SE 2012,1.050312237
SG 2012,1.012626351
SH 2012,1.005117544
SI 2012,1.049836593
SJ 2012,1.014435838
SK 2012,1.038069236
SL 2012,1.187317064
SM 2012,0.948372135
SN 2012,1.031223905
SO 2012,1
SR 2012,1.363269084
SS 2012,1.426299286
ST 2012,0.773744028
SV 2012,0.942259652
SX 2012,1.039953384
SY 2012,1
SZ 2012,1.211304044
TC 2012,1.005117544
TD 2012,1.261518423
TF 2012,1.04093533
TG 2012,1.00829793
TH 2012,0.970796153
TJ 2012,1.523865088
TK 2012,1.045258531
